21.21245165,3.994444445,3.06712963,0,0
21.491446,1.7625,-1.752777778,0,0
22.88611668,2.307407407,1.046296296,71.47939716,1.06933496
23.13073627,9.530555556,-12.4587963,116.5430544,876.535516
23.47063787,15.1787037,13.42314815,141.7805361,52.37395048
23.48248649,13.65092593,5.216203704,296.153827,398.8834942
23.07759227,12.7125,11.23564815,0,0
22.50915588,10.77407408,6.291203704,0,0
25.26960663,20.62268518,12.73148148,0,0
20.7112187,10.36527778,9.818981482,3.685053838,0.588591486
22.44683685,9.499074074,6.4125,0,0
21.10808095,-6.44212963,-9.1875,235.1638554,22.76556431
23.78432891,13.75092592,12.63657407,0,0
24.29870165,13.79953704,12.85277778,0,0
20.76546021,-1.4625,-2.996759259,0,0
27.14153422,23.98564815,11.12175926,0,0
22.83412297,-5.706481481,-10.76342593,90.35501701,291.0185284
22.68707187,11.92083334,6.344444444,0,0
20.0359942,-3.821296297,-6.619444444,40.64652288,0.078143429
23.00050242,4.805092593,4.287962963,9.780337982,1.049097678
21.87450218,2.794907407,0.103240741,0,0
22.67010458,8.586574074,0.730092593,0,0
18.59072329,-8.187037037,-11.19259259,0,0
22.33332067,-0.293518519,-1.5875,100.7498153,3.305214786
21.40224809,1.717592593,-0.850925926,0,0
22.52006194,5.643981481,1.530092593,0,0
19.98905318,-6.328240741,-12.4875,0,0
22.55657622,2.958333333,2.650462963,0.903935553,0.898897727
22.13286358,-5.859259259,-10.78240741,32.88222547,30.47304902
22.85088422,3.641666667,1.660185185,123.4916082,14.59988632
21.0922331,0.688425926,-3.17037037,0,0
21.17902529,13.66898148,10.96157407,0,0
22.64044736,4.6375,0.159722222,0,0
24.26778395,18.82980787,12.75181595,132.0027954,383.9610604
21.80970931,-1.025,-4.200925926,0,0
25.37784775,18.66064815,10.77824074,0,0
21.85080794,13.90787037,12.20092593,0,0
22.45612153,-1.509027778,-6.99212963,179.3338805,303.3094439
20.73518584,-1.499537037,-6.669907407,0,0
21.1597545,-4.398148148,-10.60185185,0,0
